PSA_ID,Sub_Category,Title,PSAs Description,Source,Date,Format,Topic,Original_Language,URL,Translation_Swahili,Translation_Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Vocational Training,CBC Task Force Recommendation That Ruto Opposed,"President William Ruto was reported to have opposed a recommendation to drop pre-technical subjects in school, arguing that the courses lay a basis for Technical and Vocational Education and Training ...",www.kenyans.co.ke,03-Dec-22,Text,Education,English,https://www.kenyans.co.ke/news/82737-cbc-task-force-recommendation-ruto-rejected,"Rais William Ruto aliripotiwa kuwa alipinga pendekezo la kuacha masomo ya kabla ya kiufundi shuleni, akisema kwamba kozi hizo zinaweka msingi wa elimu ya ufundi na ufundi ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Vocational Training,"Qualifications, Salaries of Diploma & Degree Nurses","Nurses are qualified healthcare workers who are trained in caring for the sick and injured. To qualify to become a nurse in Kenya, you must pursue a nursing course in an accredited institution. There ...",www.kenyans.co.ke,06-Nov-22,Text,Education,English,https://www.kenyans.co.ke/news/81388-qualifications-salaries-diploma-degree-nurses,"Wauguzi ni wafanyikazi wa huduma ya afya waliohitimu ambao wamefunzwa kuwajali wagonjwa na kujeruhiwa. Ili kuhitimu kuwa muuguzi nchini Kenya, lazima ufuate kozi ya uuguzi katika taasisi iliyoidhinishwa. Huko ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Vocational Training,"Ruto Rejects Chebukati's Wife, Rewards Loyalists in 51 PS Jobs [LIST]","President William Ruto on Wednesday, November 2, nominated 51 Principal Secretaries (PSs) for appointment to various ministries in his government. On the dispatch from State House Spokesperson, Hussei...",www.kenyans.co.ke,02-Nov-22,Text,Education,English,https://www.kenyans.co.ke/news/81193-ruto-rejects-chebukatis-wife-rewards-loyalists-49-ps-appointments,"Rais William Ruto Jumatano, Novemba 2, aliteua Sekretarieti kuu ya 51 (PSS) kwa kuteuliwa kwa wizara mbali mbali katika serikali yake. Juu ya usafirishaji kutoka kwa msemaji wa Jimbo la Jimbo, Hussei ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Vocational Training,CBC Taskforce Chair Raphael Munavu Addresses Extra Costs Charged By Teachers After Uproar,The Presidential Working Party on Education Chairperson Raphael Munavu has broken his silence on complaints from parents over the costly nature of the Competency-Based Curriculum (CBC). In an intervie...,www.kenyans.co.ke,31-Oct-22,Text,Education,English,https://www.kenyans.co.ke/news/81089-cbc-taskforce-chair-raphael-munavu-addresses-extra-costs-charged-teachers-after-uproar,Chama cha Kufanya kazi cha Rais juu ya Mwenyekiti wa Elimu Raphael Munavu amevunja ukimya juu ya malalamiko kutoka kwa wazazi juu ya hali ya gharama ya mtaala wa msingi wa uwezo (CBC). Katika kipindi ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Vocational Training,Wanjigi Warns Ruto Against Appointing Election Losers in Govt,"Safina Party presidential contender in the 2022 polls Jimi Wanjigi has joined the push to lock out politicians who lost in the general election from state jobs. Speaking on Monday, October 10, Wanjigi...",www.kenyans.co.ke,10-Oct-22,Text,Education,English,https://www.kenyans.co.ke/news/80425-wanjigi-warns-ruto-against-appointing-election-losers-govt,"Mshambuliaji wa rais wa chama cha Safina katika uchaguzi wa 2022 Jimi Wanjigi amejiunga na kushinikiza kuwafungia wanasiasa waliopotea katika uchaguzi mkuu kutoka kwa kazi za serikali. Akiongea Jumatatu, Oktoba 10, Wanjigi ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Vocational Training,Azimio Supporters Eyeing Jobs in Ruto Govt Put On Notice,Azimio supporters and apologists have been put on notice by Deputy President Rigathi Gachagua and Kenya Kwanza lieutenants after several former Principal Secretaries made the list of 585 Candidates sh...,www.kenyans.co.ke,10-Oct-22,Text,Education,English,https://www.kenyans.co.ke/news/80410-azimio-supporters-eyeing-jobs-ruto-govt-put-notice,Wafuasi wa Azimio na waombolezaji wametambuliwa na Naibu Rais Rigathi Gachagua na Kenya Kwanza Lieutenants baada ya makatibu wakuu kadhaa wa zamani kufanya orodha ya wagombea 585 SH ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Vocational Training,"Chebukati's Wife, Uhuru Allies Among Shortlisted Candidates for PS Jobs","Mary Chebukati, the wife of Independent Electoral and Boundaries Commission chairperson, Wafula Chebukati is among 477 shortlisted candidates for the positions of Principal Secretaries (PSs). Mary was...",www.kenyans.co.ke,07-Oct-22,Text,Education,English,https://www.kenyans.co.ke/news/80335-chebukatis-wife-uhuru-allies-among-shortlisted-candidates-ps-jobs,"Mary Chebukati, mke wa Mwenyekiti wa Tume ya Uchaguzi na Mipaka ya Uhuru, Wafula Chebukati ni kati ya wagombea 477 walioorodheshwa kwa nafasi za makatibu kuu (PSS). Mariamu alikuwa ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Vocational Training,Ruto Promises Mitumba Sellers Designer Clothes,"Deputy President, William Ruto, has promised second-hand clothes sellers, locally known as mitumba sellers, a stake in his government. Speaking in Mandera county on Wednesday, June 8, the DP stated th...",www.kenyans.co.ke,08-Jun-22,Text,Education,English,https://www.kenyans.co.ke/news/76200-ruto-promises-mitumba-sellers-designer-clothes,"Naibu Rais, William Ruto, ameahidi wauzaji wa nguo za pili, zinazojulikana kama Mitumba Wauzaji, hisa katika serikali yake. Akiongea katika Kaunti ya Mandera Jumatano, Juni 8, DP alisema ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Vocational Training,"Magoha, Google Handpick 300 Kenyans for Newly Introduced Course","The Ministry of Education and Google have partnered to introduce a new course for Technical And Vocational Education and Training (TVETs) in Kenya. On Tuesday, March 1, Education Cabinet Secretary Geo...",www.kenyans.co.ke,02-Mar-22,Text,Education,English,https://www.kenyans.co.ke/news/73493-magoha-google-handpicks-300-kenyans-newly-introduced-course,"Wizara ya elimu na Google imeshirikiana kuanzisha kozi mpya ya elimu ya kiufundi na ufundi na mafunzo (TVETs) nchini Kenya. Jumanne, Machi 1, Katibu wa Baraza la Mawaziri la Elimu Geo ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Vocational Training,"KeNHA Announces Scholarships Targeting KCSE D Students, How to Apply",The Kenya National Highways Authority (KeNHA) has announced scholarships targeting students who scored D- and below in their Kenya Certificate of Secondary Education (KCSE). In a notice released on Tu...,www.kenyans.co.ke,22-Feb-22,Text,Education,English,https://www.kenyans.co.ke/news/73277-kenha-announces-scholarships-targeting-kcse-d-students-how-apply,Mamlaka ya Barabara Kuu ya Kitaifa ya Kenya (KENHA) imetangaza masomo ya kulenga wanafunzi ambao walifunga D- na chini katika Cheti chao cha Sekondari cha Kenya (KCSE). Katika ilani iliyotolewa kwenye TU ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Vocational Training,Citizen TV Anchors' Little-Known Siblings and Their Careers,"Citizen TV, owned by Royal Media Services (RMS), boasts of top-rated talent. Over the years, the media personalities have earned recognition for their storytelling skills and award-winning shows. Alth...",www.kenyans.co.ke,29-Jan-22,Text,Education,English,https://www.kenyans.co.ke/news/72677-citizen-tv-anchors-little-known-siblings-and-their-careers,"Citizen TV, inayomilikiwa na Royal Media Services (RMS), inajivunia talanta zilizo na viwango vya juu. Kwa miaka mingi, watu wa vyombo vya habari wamepata kutambuliwa kwa ustadi wao wa hadithi na maonyesho ya kushinda tuzo. Alth ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Vocational Training,"Scholarships for KCSE C, D & E Students Unveiled: How to Apply",The government is offering sponsorships to students who scored grades as low as 'E' in Technical and Vocational Education and Training (TVET) colleges�in the country. The students will be assigned to ...,www.kenyans.co.ke,05-Feb-21,Text,Education,English,https://www.kenyans.co.ke/news/61864-govt-opens-college-scholarships-kcse-e-students,Serikali inatoa udhamini kwa wanafunzi ambao walifunga darasa la chini kama 'e' katika vyuo vya ufundi na ufundi na mafunzo (TVET) nchini. Wanafunzi watapewa ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Vocational Training,JKUAT Issues New Advisory Over January 2021 Reopening,"The Jomo Kenyatta University of Agriculture and Technology (JKUAT) has issued a new advisory over the January 2021 scheduled reopening of learning institutions. In a notice seen by Kenyans.co.ke, Depu...",www.kenyans.co.ke,08-Aug-20,Text,Education,English,https://www.kenyans.co.ke/news/56152-jkuat-issues-new-advisory-over-january-2021-reopening,"Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta (JOMO) kimetoa ushauri mpya juu ya kufungua tena Januari 2021 iliyopangwa kufungua tena taasisi za ujifunzaji. Katika ilani inayoonekana na Wakenya.co.ke, Depu ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Vocational Training,Lay Off Excess Staff by 2021- CS Magoha tells Universities,"Education Cabinet Secretary George Magoha on Friday, July 31, asked Universities to lay-off excess staff by 2021, to solve the cash-crunch�plaguing learning institutions. Speaking during Egerton's 42 ...",www.kenyans.co.ke,31-Jul-20,Text,Education,English,https://www.kenyans.co.ke/news/55920-lay-excess-staff-2021-cs-magoha-tells-universities,"Katibu wa Baraza la Mawaziri la Elimu George Magoha mnamo Ijumaa, Julai 31, aliuliza vyuo vikuu kuweka wafanyikazi wa ziada ifikapo 2021, kutatua taasisi za ujifunzaji wa pesa. Kuzungumza wakati wa Egerton's 42 ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Vocational Training,21 Pay Dearly After Attempt to Break Out of Quarantine,"Kenyans quarantined in Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) and Kenya Water Institute will have to endure another 14...",www.kenyans.co.ke,17-Apr-20,Text,Education,English,https://www.kenyans.co.ke/news/52191-21-pay-dearly-after-attempt-break-out-quarantine,"Wakenya waliotengwa katika Chuo Kikuu cha Kenyatta, Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta (JKUA), KMTC (Kanu Hosteli), KMTC (Hosteli ya MG) na Taasisi ya Maji ya Kenya italazimika kuvumilia nyingine 14 ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Vocational Training,TVET: Courses Offered and Colleges in Kenya,Our education system has prioritised examinations and assessment scores over comprehensive learning of diverse disciplines. The devaluing of so-called blue collar jobs in Kenya has become�a mentality ...,www.kenyans.co.ke,15-Mar-19,Text,Education,English,https://www.kenyans.co.ke/news/37863-tvet-courses-offered-and-colleges-kenya,Mfumo wetu wa elimu umetanguliza mitihani na alama za tathmini juu ya ujifunzaji kamili wa taaluma tofauti. Kushutumu kwa kazi zinazoitwa za kola ya bluu nchini Kenya imekuwa mawazo ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Vocational Training,DP Ruto Takes Action After Speech Interruption on Live TV by Faulty Generator,"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the�Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...",www.kenyans.co.ke,24-Oct-18,Text,Education,English,https://www.kenyans.co.ke/news/34240-dp-ruto-takes-action-after-speech-interruption-live-tv-faulty-generator,"Naibu Rais William Ruto Jumatano aliamuru Wizara ya Elimu kununua jenereta mpya ya Chuo cha Wakufunzi wa Ufundi wa Kenya (KTTC). Maagizo ya Ruto yalikuja baada ya hotuba yake, w ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Vocational Training,MoE Highlights Benefits of Competency-Based Training,This public service announcement encourages youth to enroll in technical training institutions and acquire skills for self-reliance.,www.ilo.org,26-Jul-16,Radio,Education,English,https://example.com/psa_vocational_training,Tangazo hili la huduma ya umma linawahimiza vijana kujiunga na taasisi za mafunzo ya kiufundi ili kupata ujuzi wa kujitegemea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Vocational Training,KUCCPS Opens 2025/2026 University and TVET Portal,The Kenya Universities and Colleges Central Placement Service opened its portal on March 28 2025 for 2024 KCSE candidates to apply for degree TVET and TTC programs with a deadline of April 30 2025.,www.tuko.co.ke,28-Mar-25,Text,Education,English,https://www.tuko.co.ke/education/548374-kuccps-application-2025-university-tvet-portal-open-2024-kcse-candidates/,Vyuo Vikuu vya Kenya na Huduma ya Uwekaji wa Vyuo Vikuu ilifungua tovuti yake mnamo Machi 28 2025 kwa watahiniwa wa KCSE 2024 kuomba kozi za digrii TVET na TTC na tarehe ya mwisho ya Aprili 30 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Vocational Training,KUCCPS Reopens KMTC Portal for March 2025 Intake,The Kenya Universities and Colleges Central Placement Service reopened its portal on February 26 2025 for students to apply for 26 KMTC programs for the March 2025 intake.,www.kenyans.co.ke,26-Feb-25,Text,Education,English,https://www.kenyans.co.ke/news/110272-kuccps-re-opens-portal-kmtc-application-how-apply,Vyuo Vikuu vya Kenya na Huduma ya Uwekaji wa Vyuo Vikuu ilifungua tena tovuti yake mnamo Februari 26 2025 kwa wanafunzi kuomba programu 26 za KMTC kwa ulaji wa Machi 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Vocational Training,KUCCPS Opens TVET Applications for KCSE 2024 Students,The Kenya Universities and Colleges Central Placement Service opened its portal on January 24 2025 for 2024 KCSE students to apply for KMTC and TVET courses with a deadline of February 14 2025.,www.kenyans.co.ke,24-Jan-25,Text,Education,English,https://www.kenyans.co.ke/news/110272-kuccps-opens-kmtc-and-tvet-applications-kcse-2024-students,Vyuo Vikuu vya Kenya na Huduma ya Uwekaji wa Vyuo Vikuu ilifungua tovuti yake mnamo Januari 24 2025 kwa wanafunzi wa KCSE 2024 kuomba kozi za KMTC na TVET na tarehe ya mwisho ya Februari 14 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Vocational Training,KUCCPS Names Huduma Centres for Application Support,On April 1 2025 KUCCPS announced 63 support centres across 47 counties to assist 2024 KCSE candidates with applications for degree TVET and TTC programs.,www.tuko.co.ke,01-Apr-25,Text,Education,English,https://www.tuko.co.ke/education/548642-kuccps-names-huduma-centres-63-other-places-students-can-get-application-assistance/,Mnamo Aprili 1 2025 KUCCPS ilitangaza vituo 63 vya msaada katika kaunti 47 kusaidia watahiniwa wa KCSE 2024 na maombi ya kozi za digrii TVET na TTC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Vocational Training,KUCCPS Opens Course Revision for 2025/2026 Placement,On May 18 2025 KUCCPS opened its portal for course revision for 2025/2026 placement targeting 2024 KCSE candidates and past candidates from 2000 to 2024 for TVET programs.,www.tuko.co.ke,22-May-25,Text,Education,English,https://www.tuko.co.ke/education/548374-kuccps-opens-portal-course-revision-all-qualified-form-4-leavers-encouraged-apply/,Mnamo Mei 18 2025 KUCCPS ilifungua tovuti yake kwa marekebisho ya kozi kwa uwekaji wa 2025/2026 ikilenga watahiniwa wa KCSE 2024 na watahiniwa wa zamani kutoka 2000 hadi 2024 kwa programu za TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Vocational Training,KUCCPS Opens Primary Teacher Diploma Applications,On July 9 2025 KUCCPS announced openings for the Diploma in Primary Teacher Education at Eldas Teacher Training College requiring a C plain in KCSE for September 2025 intake.,www.kenyans.co.ke,08-Jun-25,Text,Education,English,https://www.kenyans.co.ke/news/110272-kuccps-opens-applications-primary-teacher-education-diploma-course,Mnamo Julai 9 2025 KUCCPS ilitangaza nafasi za Diploma ya Elimu ya Msingi ya Walimu katika Chuo cha Mafunzo ya Walimu cha Eldas ikihitaji C wazi katika KCSE kwa ulaji wa Septemba 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Vocational Training,KUCCPS Opens September 2025 Intake Portal,On September 1 2025 KUCCPS will open its portal for the September 2025 university and TVET intake targeting 2024 KCSE candidates.,www.kenyans.co.ke,02-Aug-25,Text,Education,English,https://www.kenyans.co.ke/news/110272-kuccps-open-university-placement-portal-march-september-2025-intake,Mnamo Septemba 1 2025 KUCCPS itafungua tovuti yake kwa ulaji wa chuo kikuu na TVET wa Septemba 2025 ikilenga watahiniwa wa KCSE 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Vocational Training,KUCCPS Reopens KMTC Portal for Limited Slots,On April 18 2025 KUCCPS reopened its portal for limited slots in 26 KMTC programs for the March 2025 intake closing on April 30 2025.,www.tuko.co.ke,22-Apr-25,Text,Education,English,https://www.tuko.co.ke/education/548374-kmtc-applications-2025-kuccps-reopens-limited-slots-apply-successfully/,Mnamo Aprili 18 2025 KUCCPS ilifungua tena tovuti yake kwa nafasi chache katika programu 26 za KMTC kwa ulaji wa Machi 2025 ikifunga Aprili 30 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Vocational Training,KCSE 2000-2021 Candidates Urged for TVET Placement,On February 11 2022 KUCCPS urged KCSE candidates from 2000 to 2021 who missed university admission to apply for TVET courses under government sponsorship.,www.tuko.co.ke,07-Feb-22,Text,Education,English,https://www.tuko.co.ke/education/44599-kcse-2000-2021-candidates-urged-apply-placement-sponsorship/,Mnamo Februari 11 2022 KUCCPS iliwahimiza watahiniwa wa KCSE kutoka 2000 hadi 2021 waliokosa nafasi za chuo kikuu kuomba kozi za TVET chini ya ufadhili wa serikali.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Vocational Training,KMTC Online Application for March 2025 Intake,On March 15 2025 KMTC announced that applications for its March 2025 intake must be submitted via the KUCCPS portal closing on March 4 2025.,www.tuko.co.ke,15-Mar-25,Text,Education,English,https://www.tuko.co.ke/education/548374-kmtc-online-application-2025-portal-requirements-deadline/,Mnamo Machi 15 2025 KMTC ilitangaza kuwa maombi ya ulaji wa Machi 2025 lazima yawe yamewasilishwa kupitia tovuti ya KUCCPS ikifunga Machi 4 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Vocational Training,KUCCPS Lists Courses for KMTC March 2025 Intake,The Kenya Universities and Colleges Central Placement Service unveiled a list of diploma and certificate programs at KMTC for the March 2025 intake on December 25 2024 including entry grades.,www.kenyans.co.ke,28-Jan-25,Text,Education,English,https://www.kenyans.co.ke/news/108427-kuccps-releases-courses-and-entry-grades-kmtc-may-intake,Vyuo Vikuu vya Kenya na Huduma ya Uwekaji wa Vyuo Vikuu ilifunua orodha ya programu za diploma na cheti katika KMTC kwa ulaji wa Machi 2025 mnamo Desemba 25 2024 ikijumuisha daraja za kuingia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Vocational Training,KUCCPS Extends Deadline for Affordable TVET Courses,On February 26 2024 KUCCPS extended the deadline for applications to diploma and certificate courses costing below Ksh 60000 at TVET institutions.,www.kenyans.co.ke,27-Feb-24,Text,Education,English,https://www.kenyans.co.ke/news/98015-list-diploma-and-certificate-courses-going-below-ksh-60k-kuccps-extends-deadline,Mnamo Februari 26 2024 KUCCPS iliongeza tarehe ya mwisho ya maombi ya kozi za diploma na cheti zinazogharimu chini ya Ksh 60000 katika taasisi za TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Vocational Training,Medical Courses for C- and Below Students,On January 16 2024 KUCCPS announced that students with C- and below in 2023 KCSE can pursue medical diploma and certificate courses at KMTC.,www.kenyans.co.ke,18-Jan-24,Text,Education,English,https://www.kenyans.co.ke/news/96610-kcse-2023-medical-courses-c-below-students,Mnamo Januari 16 2024 KUCCPS ilitangaza kuwa wanafunzi walio na C- na chini katika KCSE ya 2023 wanaweza kufuata kozi za diploma na cheti za matibabu katika KMTC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Vocational Training,Certificate Courses for D+ and Below Students,On January 9 2024 KUCCPS released a list of approved certificate courses for 2023 KCSE students with D+ and D at TVET institutions.,www.kenyans.co.ke,11-Jan-24,Text,Education,English,https://www.kenyans.co.ke/news/96375-approved-kuccps-certificate-courses-d-below-students,Mnamo Januari 9 2024 KUCCPS ilitoa orodha ya kozi za cheti zilizoidhinishwa kwa wanafunzi wa KCSE 2023 wenye D+ na D katika taasisi za TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Vocational Training,Huawei Launches 2024 Seed for Future Program,On July 25 2024 Huawei Kenya partnered with the Ministry of Education to launch the Seed for Future program offering ICT training to TVET students.,www.kenyans.co.ke,16-Apr-24,Text,Education,English,https://www.kenyans.co.ke/industry/99749-huawei-launches-2024-seed-future-programme,Mnamo Julai 25 2024 Huawei Kenya ilishirikiana na Wizara ya Elimu kuzindua programu ya Mbegu kwa Mustakabali ikitoa mafunzo ya ICT kwa wanafunzi wa TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Vocational Training,KUCCPS Reopens Portal for Application Revision,On August 9 2024 KUCCPS reopened its portal for 2023 KCSE candidates to review and revise TVET and university course applications until August 30 2024.,www.kenyans.co.ke,19-Mar-24,Text,Education,English,https://www.kenyans.co.ke/news/98759-kuccps-reopens-portal-how-check-application-revise-applications,Mnamo Agosti 9 2024 KUCCPS ilifungua tena tovuti yake kwa watahiniwa wa KCSE 2023 kukagua na kurekebisha maombi ya kozi za TVET na chuo kikuu hadi Agosti 30 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Vocational Training,KUCCPS Opens TVET Applications 2022,On February 13 2022 KUCCPS invited KCSE candidates from 2000 to 2021 who missed university admission to apply for TVET courses under government sponsorship with a deadline of February 20 2022.,www.tuko.co.ke,13-Feb-22,Text,Education,English,https://www.tuko.co.ke/education/44599-kcse-2000-2021-candidates-urged-apply-placement-sponsorship/,Mnamo Februari 13 2022 KUCCPS iliwakaribisha watahiniwa wa KCSE kutoka 2000 hadi 2021 waliokosa udahili wa chuo kikuu kuomba kozi za TVET chini ya udhamini wa serikali na tarehe ya mwisho Februari 20 2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Vocational Training,KMTC Courses for 2023 Intake,On August 9 2022 KUCCPS released a list of diploma and certificate courses for the September 2023 KMTC intake including entry requirements for 2022 KCSE candidates.,www.kenyans.co.ke,09-Aug-22,Text,Education,English,https://www.kenyans.co.ke/news/83374-kmtc-courses-entry-requirements-march-september-2023-intakes,Mnamo Agosti 9 2022 KUCCPS ilitoa orodha ya kozi za diploma na cheti kwa ulaji wa KMTC wa Septemba 2023 ikijumuisha mahitaji ya kuingia kwa watahiniwa wa KCSE 2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Vocational Training,KMTC March 2023 Intake,On January 10 2023 KMTC announced applications for its March 2023 intake for diploma and certificate courses via the KUCCPS portal with a deadline of January 31 2023.,www.tuko.co.ke,10-Jan-23,Text,Education,English,https://www.tuko.co.ke/education/496399-kmtc-march-2023-intake-courses-requirements-application-procedure-deadline/,Mnamo Januari 10 2023 KMTC ilitangaza maombi ya ulaji wa Machi 2023 kwa kozi za diploma na cheti kupitia tovuti ya KUCCPS na tarehe ya mwisho Januari 31 2023.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Vocational Training,TVET Trainer Recruitment 2024,On March 15 2024 the Ministry of Education announced recruitment of 2000 TVET trainers to strengthen vocational training programs across Kenya.,www.publicservice.go.ke,15-Mar-24,Text,Education,English,https://www.publicservice.go.ke/index.php/2024/03/15/vacant-positions-in-the-ministry-of-education-state-department-for-technical-vocational-education-and-training/,Mnamo Machi 15 2024 Wizara ya Elimu ilitangaza kuajiri wakufunzi 2000 wa TVET ili kuimarisha programu za mafunzo ya ufundi kote nchini Kenya.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Vocational Training,KUCCPS 2024/2025 Placement Portal,On August 9 2023 KUCCPS opened its portal for 2023 KCSE candidates to apply for degree TVET and TTC programs with a deadline of August 30 2023.,www.kenyans.co.ke,09-Aug-23,Text,Education,English,https://www.kenyans.co.ke/news/98759-kuccps-reopens-portal-how-check-application-revise-applications,Mnamo Agosti 9 2023 KUCCPS ilifungua tovuti yake kwa watahiniwa wa KCSE 2023 kuomba kozi za digrii TVET na TTC na tarehe ya mwisho Agosti 30 2023.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Vocational Training,Huawei ICT Training 2023,On July 20 2023 Huawei Kenya and the Ministry of Education launched the Seed for Future program offering ICT training to 1000 TVET students.,www.kenyans.co.ke,20-Jul-23,Text,Education,English,https://www.kenyans.co.ke/industry/99749-huawei-launches-2023-seed-future-programme,Mnamo Julai 20 2023 Huawei Kenya na Wizara ya Elimu walizindua programu ya Mbegu kwa Mustakabali ikitoa mafunzo ya ICT kwa wanafunzi 1000 wa TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Vocational Training,KMTC September 2024 Intake,On June 24 2024 KUCCPS announced the opening of its portal for KMTC September 2024 intake for diploma and certificate courses targeting 2023 KCSE candidates.,www.tuko.co.ke,24-Jun-24,Text,Education,English,https://www.tuko.co.ke/education/548374-kmtc-september-2024-intake-courses-requirements-application-deadline/,Mnamo Juni 24 2024 KUCCPS ilitangaza kufungua tovuti yake kwa ulaji wa KMTC wa Septemba 2024 kwa kozi za diploma na cheti ikilenga watahiniwa wa KCSE 2023.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Vocational Training,TVET Scholarships 2023 KCSE,On January 16 2024 KUCCPS announced government scholarships for 2023 KCSE students with C- and below to pursue TVET diploma and certificate courses.,www.kenyans.co.ke,16-Jan-24,Text,Education,English,https://www.kenyans.co.ke/news/96610-kcse-2023-medical-courses-c-below-students,Mnamo Januari 16 2024 KUCCPS ilitangaza udhamini wa serikali kwa wanafunzi wa KCSE 2023 wenye C- na chini kufuata kozi za diploma na cheti za TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Vocational Training,Affordable TVET Courses 2024,On February 26 2024 KUCCPS listed diploma and certificate courses costing below Ksh 60000 at TVET institutions with an extended application deadline of March 15 2024.,www.kenyans.co.ke,26-Feb-24,Text,Education,English,https://www.kenyans.co.ke/news/98015-list-diploma-and-certificate-courses-going-below-ksh-60k-kuccps-extends-deadline,Mnamo Februari 26 2024 KUCCPS iliorodhesha kozi za diploma na cheti zinazogharimu chini ya Ksh 60000 katika taasisi za TVET na tarehe ya mwisho iliyopanuliwa Machi 15 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Vocational Training,KMTC March 2024 Intake,On January 10 2024 KMTC announced applications for its March 2024 intake for medical diploma and certificate courses via the KUCCPS portal closing February 1 2024.,www.tuko.co.ke,10-Jan-24,Text,Education,English,https://www.tuko.co.ke/education/496399-kmtc-march-2024-intake-courses-requirements-application-procedure-deadline/,Mnamo Januari 10 2024 KMTC ilitangaza maombi ya ulaji wa Machi 2024 kwa kozi za diploma na cheti za matibabu kupitia tovuti ya KUCCPS ikifunga Februari 1 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Vocational Training,KUCCPS 2024 Placement Results,On May 21 2024 the Ministry of Education released KUCCPS placement results for 890654 2023 KCSE candidates with 769820 placed in TVET programs.,www.kenyanews.go.ke,21-May-24,Text,Education,English,https://www.kenyanews.go.ke/machogu-releases-kuccps-placement-results/,Mnamo Mei 21 2024 Wizara ya Elimu ilitoa matokeo ya uwekaji wa KUCCPS kwa watahiniwa 890654 wa KCSE 2023 na 769820 waliowekwa katika programu za TVET.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Vocational Training,KUCCPS 2025/2026 Application Portal,On March 28 2025 KUCCPS opened its portal for 2024 KCSE candidates to apply for degree TVET and TTC programs with a deadline of April 30 2025.,www.tuko.co.ke,28-Mar-25,Text,Education,English,https://www.tuko.co.ke/education/548374-kmtc-september-2024-intake-courses-requirements-application-deadline/,Mnamo Machi 28 2025 KUCCPS ilifungua tovuti yake kwa watahiniwa wa KCSE 2024 kuomba kozi za digrii TVET na TTC na tarehe ya mwisho Aprili 30 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
