English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
On August 9 2023 KUCCPS opened its portal for 2023 KCSE candidates to apply for degree TVET and TTC programs with a deadline of August 30 2023.,"Mnamo Agosti 9, 2023 KUCCPS ilifungua portal yake kwa wagombea wa 2023 wa KCSE kuomba kwa programu za shahada za TVET na TTC na tarehe ya mwisho ya Agosti 30, 2023.",0.733010852,"E Agost 9, 2023, KUCCPS ne oyawo ot mar kwayo mag jogo madwaro dhi e KCSE mar 2023 mondo oketgi e program mag digri mag TVET kod TTC, kendo tarik mogik mar tiegruok ne en Agost 30, 2023.",0.48055469
On July 20 2023 Huawei Kenya and the Ministry of Education launched the Seed for Future program offering ICT training to 1000 TVET students.,"Mnamo Julai 20, 2023 Huawei Kenya na Wizara ya Elimu walizindua mpango wa Mbegu kwa Baadaye kutoa mafunzo ya ICT kwa wanafunzi 1000 wa TVET.",0.750488451,"E Julai 20, 2023, Huawei Kenya kod Ministry of Education ne ochako chenro mar Seed for Future mondo otiegie jopuonjre 1000 mag TVET e yore mag ICT.",0.588756087
On June 24 2024 KUCCPS announced the opening of its portal for KMTC September 2024 intake for diploma and certificate courses targeting 2023 KCSE candidates.,"Mnamo Juni 24, 2024 KUCCPS ilitangaza kufungua portal yake kwa ajili ya kuingia kwa KMTC Septemba 2024 kwa kozi za diploma na cheti kwa ajili ya wagombea wa 2023 KCSE.",0.657948441,"E dwe mar Jun 24, 2024, KUCCPS nolando ni biro yawo dhoot mar KMTC e dwe mar Septemba 2024 mondo giyud diplome kod osetifiket mar jogo madwaro dhi e KCSE 2023.",0.485887218
On January 16 2024 KUCCPS announced government scholarships for 2023 KCSE students with C- and below to pursue TVET diploma and certificate courses.,"Mnamo Januari 16, 2024 KUCCPS ilitangaza udhamini wa serikali kwa wanafunzi wa 2023 wa KCSE walio na C- na chini ya hiyo ili kufuata kozi za diploma na cheti cha TVET.",0.683555668,"E Januar 16, 2024, KUCCPS nolando ni nitie riwruok mar sirkal ma chiwo kony ne jopuonjre mag KCSE 2023 ma nigi C- kod matinne mondo oluw somo mag diploma kod TVET.",0.46863303
On February 26 2024 KUCCPS listed diploma and certificate courses costing below Ksh 60000 at TVET institutions with an extended application deadline of March 15 2024.,"Mnamo Februari 26, 2024, KUCCPS iliorodhesha kozi za diploma na vyeti zenye gharama chini ya Ksh 60000 katika taasisi za TVET na tarehe ya mwisho ya maombi iliyoongezwa ya Machi 15, 2024.",0.731199284,"E dwe mar Februar 26, 2024, KUCCPS ne oketo e bwo kwan mag diploma kod osetifiketi ma nengogi ne okalo Ksh 60000 e riwruoge mag TVET, kendo ne omedo tarik mar kwayo mar kwayo mar dhi e skundno tarik 15, Mach 2024.",0.410094277
On January 10 2024 KMTC announced applications for its March 2024 intake for medical diploma and certificate courses via the KUCCPS portal closing February 1 2024.,"Mnamo Januari 10, 2024 KMTC ilitangaza maombi ya kuingia kwake Machi 2024 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Februari 1, 2024.",0.688114722,"E Januar 10, 2024 KMTC nolando kwayo mar donjo e dwe mar Mach 2024 mar somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 1, dwe mar ariyo 2024.",0.478971275
On May 21 2024 the Ministry of Education released KUCCPS placement results for 890654 2023 KCSE candidates with 769820 placed in TVET programs.,"Mnamo Mei 21, 2024, Wizara ya Elimu ilitoa matokeo ya nafasi ya KUCCPS kwa wagombea 890654 wa 2023 wa KCSE na 769820 waliwekwa katika programu za TVET.",0.698271548,"E Mei 21, 2024, Ministry of Education ne ochiwo nyak mar KUCCPS ne joma ne dhi dhi yudo kar tiegruok mar KCSE mar 2023 ma romo 890654 kendo ma ne dhi yudo kar tiegruok mar TVET mar 769820.",0.478369418
On March 28 2025 KUCCPS opened its portal for 2024 KCSE candidates to apply for degree TVET and TTC programs with a deadline of April 30 2025.,"Mnamo Machi 28, 2025, KUCCPS ilifungua portal yake kwa wagombea 2024 wa KCSE kuomba kwa programu za shahada za TVET na TTC na tarehe ya mwisho ya Aprili 30, 2025.",0.731746155,"Tarik 28 dwe mar Mach 2025, KUCCPS ne oyawo ot mar kwayo jogo madwaro dhi e KCSE mar 2024 mondo oketgi e program mag digri mag TVET kod TTC, kendo tarik mogik mar tiegruok ne en April 30, 2025.",0.488903804
On February 26 2025 KUCCPS reopened its portal for students to apply for 26 KMTC programs for the March 2025 intake with a deadline of March 15 2025.,"Mnamo Februari 26, 2025, KUCCPS ilifungua tena portal yake kwa wanafunzi kuomba programu 26 za KMTC kwa ajili ya kuingia Machi 2025, na tarehe ya mwisho ya Machi 15, 2025.",0.720216925,"E dwe mar ariyo tarik 26, 2025, KUCCPS ne odwoko chenro mar somo mar KMTC ne jopuonjre mondo oketgi e program mar 26 mar KMTC mar Donjo e dwe mar adek tarik 15, 2025.",0.402611101
On May 18 2025 KUCCPS opened its portal for course revision for 2025/2026 placement targeting 2024 KCSE candidates and past candidates from 2000 to 2024 for TVET programs.,"Mnamo Mei 18, 2025, KUCCPS ilifungua portal yake ya marekebisho ya kozi kwa ajili ya nafasi za 2025/2026 ambazo zinawalenga wagombea 2024 wa KCSE na wagombea wa zamani kutoka 2000 hadi 2024 kwa programu za TVET.",0.689072255,"E Mei 18, 2025, KUCCPS ne oyawo chenro mar tiego ji e tiegruok mar tiegruok mar tich mar 2025/2026 ma ne dhi konyo joma ne dhi dhi yudo KCSE 2024 kod joma ne dhi yudo tiegruok e tiegruok mag TVET chakre higa mar 2000 nyaka 2024.",0.465249856
On July 27 2025 Deputy President Kithure Kindiki announced that TVET enrollment doubled from 297000 in 2022 to over 700000 due to government investment.,"Mnamo Julai 27, 2025, Makamu wa Rais Kithure Kindiki alitangaza kuwa usajili wa TVET uliongezeka mara mbili kutoka 297000 mnamo 2022 hadi zaidi ya 700000 kwa sababu ya uwekezaji wa serikali.",0.837770085,"E dwe mar Julai 27, 2025, Jatend Bura Maduong' mar piny Kenya, Kithure Kindiki, nolando ni kwan mar joma nie program mar TVET osemedore nyadiriyo kowuok 297,000 e higa mar 2022 nyaka mokalo 700,000 nikech pesa ma sirkal osetimo.",0.531444242
On March 5 2019 KUCCPS announced artisan certificate courses for 2018 KCSE candidates with D- and below at TVET institutions with applications open until April 15 2019.,"Mnamo Machi 5, 2019, KUCCPS ilitangaza kozi za vyeti vya ufundi kwa wagombea wa KCSE 2018 walio na D- na chini katika taasisi za TVET na maombi yamefunguliwa hadi Aprili 15, 2019.",0.737159559,"E Mach 5, 2019, KUCCPS nolando ni nitie tiegruok mag tich ma biro konyo joma dhi e KCSE 2018 ma nigi D- kod Minyalo e skunde mag TVET kendo kwayo mag tiegruok oseyawore nyaka April 15, 2019.",0.414159488
On June 12 2018 the Ministry of Education launched a program to expand TVET facilities to increase enrollment in technical courses across Kenya.,"Mnamo Juni 12, 2018, Wizara ya Elimu ilizindua mpango wa kupanua vifaa vya TVET ili kuongeza usajili katika kozi za kiufundi kote Kenya.",0.790707641,"Tarik 12 dwe mar Jun, 2018, Ministry of Education nochako chenro mar medo chenro mar TVET mondo omed kwan mar joma dhi e tiegruok mag teknoloji e piny Kenya.",0.52541062
On May 15 2017 KMTC announced applications for its September 2017 intake for diploma and certificate courses via the KUCCPS portal closing June 30 2017.,"Mnamo Mei 15, 2017, KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2017 kwa kozi za diploma na cheti kupitia portal ya KUCCPS kufungwa Juni 30, 2017.",0.724646955,"E Mei 15, 2017, KMTC nolando kwayo mar donjo e dwe mar Septemba 2017 e tiegruok mag diploma kod certificate kokalo kuom KUCCPS portal ma ne olor tarik 30, Jun 2017.",0.505926066
On April 20 2016 KUCCPS opened its portal for 2015 KCSE candidates to apply for TVET diploma and certificate courses with a deadline of May 31 2016.,"Mnamo Aprili 20, 2016 KUCCPS ilifungua portal yake kwa wagombea wa KCSE 2015 kuomba diploma na kozi za cheti cha TVET na tarehe ya mwisho ya Mei 31, 2016.",0.702796613,"E April 20, 2016, KUCCPS ne oyawo ot mar kwayo joma ne dhi dhi e KCSE 2015 mondo okwa diploma kod tiegruok mag TVET kod tarik mogik mar Mei 31, 2016.",0.450917867
On August 10 2015 the Ministry of Education announced recruitment of 5000 vocational teachers to support TVET institutions across Kenya.,"Mnamo Agosti 10, 2015, Wizara ya Elimu ilitangaza kuajiri walimu 5000 wa kitaaluma kusaidia taasisi za TVET kote Kenya.",0.763194222,"E dwe mar Agost 10, 2015, Ministry of Education nolando ni ibiro ti gi jopuonj 5,000 e konyo riwruoge mag TVET e piny Kenya.",0.539959474
On March 15 2021 KUCCPS opened its portal for 2020 KCSE candidates and past candidates from 2000 to 2020 to apply for TVET diploma and certificate courses closing April 30 2021.,"Mnamo Machi 15, 2021, KUCCPS ilifungua portal yake kwa wagombea 2020 wa KCSE na wagombea wa zamani kutoka 2000 hadi 2020 kuomba diploma na kozi za cheti za TVET ambazo zitafungwa Aprili 30, 2021.",0.721286426,"Tarik 15 dwe mar Mach 2021, KUCCPS ne oyawo ot mar kwayo mag KCSE 2020 kod mag joma ne dhi bedo e KCSE chakre higa mar 2000 nyaka 2020 mondo giketgi e tiegruok mar yudo diploma kod tiegruok mag TVET ma ibiro lor April 30, 2021.",0.430940101
On May 10 2016 KMTC announced applications for its September 2016 intake for medical diploma and certificate courses via the KUCCPS portal with a deadline of June 30 2016.,"Mnamo Mei 10, 2016, KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2016 kwa kozi za diploma na vyeti vya matibabu kupitia portal ya KUCCPS na tarehe ya mwisho ya Juni 30, 2016.",0.705388125,"E Mei 10, 2016, KMTC nolando kwayo mar donjo e dwe mar Septemba 2016 e tiegruok mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS kendo tarik mar giko mar dwe mar Jun 30, 2016.",0.541664165
On July 20 2017 the Ministry of Education launched a program to equip 10 TVET institutions with modern tools to enhance vocational training across Kenya.,"Mnamo Julai 20, 2017, Wizara ya Elimu ilizindua mpango wa kuwapa taasisi 10 za Elimu ya Televisheni vifaa vya kisasa vya kuboresha mafunzo ya kitaaluma nchini Kenya.",0.720436194,"E Julai 20, 2017, Ministry of Education nochako chenro mar chiwo gik manyien ne tiegruok mag televison e pinje apar e piny Kenya.",0.454732659
On April 10 2018 KUCCPS announced artisan certificate courses for 2017 KCSE candidates with D- and below at TVET institutions with applications open until May 15 2018.,"Mnamo Aprili 10, 2018, KUCCPS ilitangaza kozi za vyeti vya ufundi kwa wagombea wa KCSE 2017 walio na D- na chini katika taasisi za TVET na maombi yamefunguliwa hadi Mei 15, 2018.",0.738611553,"E April 10, 2018, KUCCPS nolando ni nitie tiegruok mag tich ma biro konyo joma dhi e KCSE 2017 ma nigi D- kod Minyalo e skunde mag TVET kendo kwayo mag tiegruok oseyawore nyaka Mei 15, 2018.",0.422175456
On June 15 2019 the Ministry of Education announced recruitment of 3000 vocational teachers to support TVET programs across Kenya.,"Mnamo Juni 15, 2019, Wizara ya Elimu ilitangaza kuajiri walimu wa kitaaluma 3000 kusaidia mipango ya TVET kote Kenya.",0.726444935,"Tarik 15 Jun 2019, Ministry of Education nolando ni ibiro ti gi jopuonj 3000 e konyo chenro mag TVET e piny Kenya.",0.523594272
On August 25 2020 KUCCPS released placement results for 2019 KCSE candidates with 125000 placed in TVET diploma and certificate courses.,"Mnamo Agosti 25, 2020, KUCCPS ilitoa matokeo ya kuajiri kwa wagombea wa KCSE wa 2019 na 125000 waliwekwa katika kozi za diploma na cheti cha TVET.",0.669786331,"E Agost 25, 2020, KUCCPS nochiwo nonro mar joma ne dhi dhi yudo KCSE e higa mar 2019 kendo ji 125,000 ne omi thuolo mar dhi e tiegruok mag diploma kod TVET.",0.485936616
On January 15 2021 KMTC announced applications for its March 2021 intake for medical diploma and certificate courses via the KUCCPS portal closing February 28 2021.,"Mnamo Januari 15, 2021, KMTC ilitangaza maombi ya kuingia kwake mnamo Machi 2021 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Februari 28, 2021.",0.703256574,"E Januar 15, 2021, KMTC nolando kwayo mar donjo e dwe mar Mach 2021 e somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 28, 2021.",0.502767547
On January 20 2022 KUCCPS announced applications for TVET courses for 2021 KCSE candidates and past candidates from 2000 to 2021 with a deadline of February 15 2022.,"Mnamo Januari 20, 2022 KUCCPS ilitangaza maombi ya kozi za TVET kwa wagombea 2021 wa KCSE na wagombea wa zamani kutoka 2000 hadi 2021 na tarehe ya mwisho ya Februari 15, 2022.",0.800719355,"E Januar 20, 2022 KUCCPS nolando kwayo mag tiegruok mag TVET ne joma ne dhi dhi yudo KCSE 2021 kod joma ne dhi yudo tiegruok machon chakre higa mar 2000 nyaka 2021 kendo tarik mogik ne en Februar 15, 2022.",0.528977557
On September 10 2022 the Ministry of Education partnered with Huawei to launch digital skills training for 5000 TVET students across Kenya.,"Mnamo Septemba 10, 2022, Wizara ya Elimu ilishirikiana na Huawei kuzindua mafunzo ya ujuzi wa dijiti kwa wanafunzi 5000 wa TVET kote Kenya.",0.776388203,"E Septemba 10, 2022, Ministry of Education noriwore gi Huawei e chako tiego jopuonjre 5000 mag TVET e piny Kenya duto.",0.628792786
On February 10 2023 KUCCPS opened its portal for 2022 KCSE candidates to apply for degree TVET and TTC programs with a deadline of March 20 2023.,"Mnamo Februari 10, 2023, KUCCPS ilifungua portal yake kwa wagombea 2022 wa KCSE kuomba kwa programu za shahada za TVET na TTC na tarehe ya mwisho ya Machi 20, 2023.",0.725434216,"E dwe mar Februar 10, 2023, KUCCPS ne oyawo ot mar kwayo mar joma biro yudo KCSE mar 2022 mondo oketgi e program mag digri mag TVET kod TTC, kendo tarik mogik en Mach 20, 2023.",0.463940059
On June 15 2023 KMTC announced applications for its September 2023 intake for diploma and certificate courses via the KUCCPS portal closing July 31 2023.,"Mnamo Juni 15, 2023 KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2023 kwa kozi za diploma na cheti kupitia portal ya KUCCPS kufungwa Julai 31, 2023.",0.731361243,"E Jun 15, 2023, KMTC nolando kwayo mar donjo e dwe mar Septemba 2023 e tiegruok mag diploma kod certificate kokalo kuom KUCCPS portal ma ibiro lor tarik 31, 2023.",0.491254293
On April 20 2023 the Ministry of Education announced recruitment of 1500 TVET trainers to enhance vocational training programs across Kenya.,"Mnamo Aprili 20, 2023 Wizara ya Elimu ilitangaza kuajiri walimu 1500 wa TVET ili kuongeza mipango ya mafunzo ya kitaaluma kote Kenya.",0.736389683,"E April 20, 2023, Ministry of Education nolando ni ibiro ti gi jopuonj 1500 mag TVET mondo omed tiego jopuonj e piny Kenya duto.",0.55635611
On January 9 2024 KUCCPS released a list of approved certificate courses for 2023 KCSE students with D+ and below at TVET institutions.,"Mnamo Januari 9, 2024, KUCCPS ilitoa orodha ya kozi za vyeti vilivyokubaliwa kwa wanafunzi wa 2023 wa KCSE walio na D + na chini katika taasisi za TVET.",0.743216164,"E Januar 9, 2024, KUCCPS nochiwo list mar tiegruok mag yudo oseti kod weche mag tiegruok ma ne oyie ne jopuonjre mag KCSE 2023 ma nigi D + kod matin e skunde mag TVET.",0.417894884
On January 20 2025 KMTC announced applications for its March 2025 intake for medical diploma and certificate courses via the KUCCPS portal closing February 28 2025.,"Mnamo Januari 20, 2025, KMTC ilitangaza maombi ya kuingia kwake Machi 2025 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Februari 28, 2025.",0.709353323,"E Januar 20, 2025, KMTC nolando kwayo mar donjo e dwe mar Mach 2025 mar somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 28, 2025.",0.496561524
On May 21 2024 KUCCPS released placement results for 2023 KCSE candidates with 769820 placed in TVET programs across Kenya.,"Mnamo Mei 21, 2024 KUCCPS ilitoa matokeo ya kuajiri kwa wagombea wa 2023 wa KCSE na 769820 waliwekwa katika programu za TVET kote Kenya.",0.690099679,"E Mei 21, 2024, KUCCPS nochiwo nonro mar joma ne dhi dhi yudo KCSE e higa mar 2023 kendo 769820 ne omi thuolo mar dhi e program mag TVET e piny Kenya.",0.514364139
On December 9 2020 the Ministry of Education launched a project to equip 12 TVET institutions with modern labs under the AfDB TVET Phase II project.,"Mnamo Desemba 9, 2020, Wizara ya Elimu ilizindua mradi wa kuwapa taasisi 12 za TVET maabara za kisasa chini ya mradi wa Awamu ya Pili ya AfDB TVET.",0.770862411,"E dwe mar Desemba 9, 2020, Ministry of Education ne ochako chenro mar chiwo laboratori mag teknoloji ne skunde 12 mag TVET e bwo chenro mar AfDB TVET Phase 2.",0.538900075
On July 14 2025 KUCCPS announced the opening of its portal for inter-institutional transfers for 2025/2026 placements targeting TVET and university students.,"Mnamo Julai 14, 2025, KUCCPS ilitangaza kufunguliwa kwa portal yake ya uhamisho wa kati ya taasisi kwa ajili ya uhamisho wa 2025/2026 kwa wanafunzi wa TVET na vyuo vikuu.",0.664044813,"E dwe mar Julai 14, 2025, KUCCPS nolando ni ibiro yaw chenro mar somo e kind skunde mag TVET kod yunivasiti e higa mar 2025/2026.",0.470291318
On June 11 2019 the Kenya Institute of Curriculum Development announced reforms to TVET curricula to align with industry needs for 2019/2020.,"Mnamo Juni 11, 2019, Taasisi ya Maendeleo ya Mafunzo ya Kenya ilitangaza mageuzi ya programu za masomo ya TVET ili kuendana na mahitaji ya tasnia kwa 2019/2020.",0.687474562,"Tarik 11 Jun, 2019, Kenya Institute for Training Development nolando lokruok e program mag somo mag TVET mondo omed chopo dwaro mag ohala e higa mar 2019/2020.",0.511805929
On May 5 2015 KUCCPS opened its portal for 2014 KCSE candidates to apply for TVET diploma and certificate courses with a deadline of June 15 2015.,"Mnamo Mei 5, 2015, KUCCPS ilifungua portal yake kwa wagombea wa KCSE 2014 kuomba diploma na kozi za cheti cha TVET na tarehe ya mwisho ya Juni 15, 2015.",0.694070078,"E Mei 5, 2015, KUCCPS ne oyawo websaitne ne joma ne dhi dhi yudo KCSE 2014 mondo okwa diploma kod tiegruok mag TVET kod tarik mogik mar Jun 15, 2015.",0.478824626
On August 15 2016 the Ministry of Education announced revitalization of youth polytechnics to enhance vocational training access across Kenya.,"Mnamo Agosti 15, 2016, Wizara ya Elimu ilitangaza kuhamasisha shule za vijana za polytechnics ili kuongeza upatikanaji wa mafunzo ya kitaaluma kote Kenya.",0.698856878,"E Agost 15, 2016, Ministry of Education nolando ni ibiro jiwo rowere ma dhi e skunde mag polytechnics mondo omed yudo tiegruok e piny Kenya.",0.531520099
On July 20 2015 KUCCPS released placement results for 2014 KCSE candidates with 67231 placed in TVET diploma and certificate courses across Kenya.,"Mnamo Julai 20, 2015 KUCCPS ilitoa matokeo ya nafasi kwa wagombea wa KCSE 2014 na 67231 waliwekwa katika kozi za diploma na cheti cha TVET kote Kenya.",0.712361846,"E Julai 20, 2015, KUCCPS nochiwo nyak mar thuolo ne joma ne dhi yudo KCSE 2014 kendo 67231 ne omi thuolo mar dhi e tiegruok mag diploma kod TVET e piny Kenya.",0.486267976
On May 15 2015 KMTC announced applications for its September 2015 intake for medical diploma and certificate courses via the KUCCPS portal closing June 30 2015.,"Mnamo Mei 15, 2015, KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2015 kwa kozi za diploma na vyeti vya matibabu kupitia portal ya KUCCPS kufungwa Juni 30, 2015.",0.675942536,"E Mei 15, 2015, KMTC nolando kwayo mar donjo e dwe mar Septemba 2015 e somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ne olor tarik 30, Jun 2015.",0.525084768
On September 10 2017 the Ministry of Education announced plans to upgrade 15 youth polytechnics to enhance vocational training access across Kenya.,"Mnamo Septemba 10, 2017, Wizara ya Elimu ilitangaza mipango ya kuboresha shule 15 za vijana ili kuongeza upatikanaji wa mafunzo ya kitaaluma nchini Kenya.",0.761285493,"E Septemba 10, 2017, Ministry of Education nolando chenro mar loso skunde 15 mag rowere mondo omi rowere mang'eny e piny Kenya oyud tiegruok momedore.",0.545914438
On April 15 2016 KUCCPS announced artisan certificate courses for 2015 KCSE candidates with D- and below at TVET institutions with applications open until May 31 2016.,"Mnamo Aprili 15, 2016 KUCCPS ilitangaza kozi za vyeti vya ufundi kwa wagombea wa KCSE 2015 wenye D- na chini katika taasisi za TVET na maombi yamefunguliwa hadi Mei 31, 2016.",0.733062443,"E April 15, 2016, KUCCPS nolando ni joma dhi e KCSE 2015 ma nigi D- kod matin e skunde mag TVET biro yudo tiegruok mag tich ma biro konyogi e weche mag tiegruok nyaka Mei 31, 2016.",0.413049582
On May 20 2018 the Ministry of Education announced recruitment of 2500 TVET trainers to support vocational training programs across Kenya.,"Mnamo Mei 20, 2018, Wizara ya Elimu ilitangaza kuajiri walimu 2500 wa TVET kusaidia mipango ya mafunzo ya kitaaluma kote Kenya.",0.758732761,"E Mei 20, 2018, Ministry of Education nolando ni ibiro ti gi jopuonj 2500 mag TVET e konyo chenro mag tiegruok e piny Kenya.",0.558031907
On March 10 2019 KUCCPS opened its portal for 2018 KCSE candidates and past candidates from 2000 to 2018 to apply for TVET courses closing April 30 2019.,"Mnamo Machi 10, 2019, KUCCPS ilifungua portal yake kwa wagombea 2018 wa KCSE na wagombea wa zamani kutoka 2000 hadi 2018 kuomba kozi za TVET ambazo zitafungwa Aprili 30, 2019.",0.753862673,"Tarik 10 dwe mar Mach 2019, KUCCPS ne oyawo ot mar kwayo joma ne dhi dhi yudo KCSE 2018 kod joma ne dhi yudo tiegruok e kind higa mar 2000 nyaka 2018 mondo oketgi e tiegruok mag TVET ma ibiro lor April 30, 2019.",0.449556395
On January 10 2020 KMTC announced applications for its March 2020 intake for medical diploma and certificate courses via the KUCCPS portal closing February 15 2020.,"Mnamo Januari 10, 2020, KMTC ilitangaza maombi ya kuingia kwake mnamo Machi 2020 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Februari 15, 2020.",0.686172084,"E Januar 10, 2020, KMTC nolando kwayo mar donjo e dwe mar Mach 2020 e somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ne olor tarik 15, Februar 2020.",0.52631869
On August 15 2021 the Ministry of Education partnered with Cisco to launch digital skills training for 3000 TVET students across Kenya.,"Mnamo Agosti 15, 2021, Wizara ya Elimu ilishirikiana na Cisco kuzindua mafunzo ya ujuzi wa dijiti kwa wanafunzi 3000 wa TVET kote Kenya.",0.813514543,"E Agost 15, 2021, Ministry of Education noriwore gi Cisco e chako tiego jopuonjre 3000 mag TVET e piny Kenya duto.",0.672549868
On September 10 2021 KUCCPS released placement results for 2020 KCSE candidates with 130000 placed in TVET diploma and certificate courses.,"Mnamo Septemba 10, 2021, KUCCPS ilitoa matokeo ya kuajiri kwa wagombea wa KCSE 2020 na 130000 waliwekwa katika kozi za diploma na cheti cha TVET.",0.671327217,"E Septemba 10, 2021, KUCCPS nochiwo nonro mar joma ne dhi dhi yudo KCSE 2020 kendo 130,000 ne omi thuolo mar dhi e tiegruok mag diploma kod TVET.",0.475349265
On February 10 2022 KUCCPS opened its portal for 2021 KCSE candidates to apply for TVET diploma and certificate courses with a deadline of March 15 2022.,"Mnamo Februari 10, 2022 KUCCPS ilifungua portal yake kwa wagombea wa KCSE 2021 kuomba diploma na kozi za cheti za TVET na tarehe ya mwisho ya Machi 15, 2022.",0.714198577,"E Februar 10, 2022 KUCCPS ne oyawo ot mar kwayo jogo madwaro dhi e KCSE 2021 mondo oketgi e tiegruok mar TVET kod mar tich ma ne idhi tim tarik 15 dwe mar Mach, 2022.",0.388945381
On June 10 2022 KMTC announced applications for its September 2022 intake for medical diploma and certificate courses via the KUCCPS portal closing July 31 2022.,"Mnamo Juni 10, 2022 KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2022 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Julai 31, 2022.",0.680619781,"E Jun 10, 2022 KMTC nolando kwayo mar donjo e dwe mar Septemba 2022 e somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 31, 2022.",0.502511336
On April 15 2023 the Ministry of Education launched a project to equip 10 TVET institutions with modern labs under the EASTRIP project.,"Mnamo Aprili 15, 2023, Wizara ya Elimu ilizindua mradi wa kuwapa taasisi 10 za elimu ya juu na maabara ya kisasa chini ya mradi wa EASTRIP.",0.707580352,"E April 15, 2023, Ministry of Education nochako chenro mar chiwo skunde 10 mag tiegruok malo kod laboratori mag teknoloji e bwo chenro mar EASTRIP.",0.553995433
On August 15 2023 KUCCPS opened its portal for course revision for 2023/2024 placement targeting 2022 KCSE candidates and past candidates from 2000 to 2022.,"Mnamo Agosti 15, 2023, KUCCPS ilifungua portal yake ya marekebisho ya kozi kwa ajili ya nafasi ya 2023/2024, ikilenga wagombea 2022 wa KCSE na wagombea wa zamani kutoka 2000 hadi 2022.",0.727112219,"E Agost 15, 2023, KUCCPS ne oyawo chenro mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar KCSE mar 2023/2024, ka en gi chenro mar tiegruok mar tiegruok mar KCSE mar 2022 kod joma nosetieko tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar tiegruok mar KCSE mar 2000 nyaka 2022.",0.547858905
On January 15 2023 KMTC announced applications for its March 2023 intake for medical diploma and certificate courses via the KUCCPS portal closing February 28 2023.,"Mnamo Januari 15, 2023 KMTC ilitangaza maombi ya kuingia kwake Machi 2023 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Februari 28, 2023.",0.70048137,"E Januar 15, 2023 KMTC nolando kwayo mar donjo e dwe mar Mach 2023 mar somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 28, 2023.",0.484532363
On March 10 2024 KUCCPS opened its portal for 2023 KCSE candidates to apply for TVET diploma and certificate courses with a deadline of April 15 2024.,"Mnamo Machi 10, 2024, KUCCPS ilifungua portal yake kwa wagombea 2023 wa KCSE kuomba diploma na kozi za cheti za TVET na tarehe ya mwisho ya Aprili 15, 2024.",0.730751048,"Tarik 10 dwe mar Mach 2024, KUCCPS ne oyawo ot mar kwayo jogo madwaro dhi e KCSE 2023 mondo okwa diploma kod tiegruok mag TVET kod tarik mogik mar April 15, 2024.",0.499301282
On June 10 2024 the Ministry of Education announced recruitment of 2000 TVET trainers to enhance vocational training programs across Kenya.,"Mnamo Juni 10, 2024, Wizara ya Elimu ilitangaza kuajiri walimu 2000 wa TVET ili kuongeza mipango ya mafunzo ya kitaaluma kote Kenya.",0.726518563,"Tarik 10 Jun 2024, Ministry of Education nolando ni ibiro ti gi jopuonj 2,000 mag TVET mondo omed tiego jopuonj e piny Kenya duto.",0.556829295
On June 15 2024 KMTC announced applications for its September 2024 intake for medical diploma and certificate courses via the KUCCPS portal closing July 31 2024.,"Mnamo Juni 15, 2024 KMTC ilitangaza maombi ya kuingia kwake mnamo Septemba 2024 kwa kozi za diploma na cheti cha matibabu kupitia portal ya KUCCPS kufungwa Julai 31, 2024.",0.687060507,"E dwe mar Jun 15, 2024, KMTC nolando kwayo mar donjo e dwe mar Septemba 2024 e somo mag diploma kod weche thieth kokalo kuom dhoot mar KUCCPS ma ibiro lor tarik 31, 2024.",0.515012047
